,dteday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count,category_days,humidity_category,Frequency_Group
11252,2012-04-19,summer,2012,april,1,0,thursday,light_rain,0.42,0.4242,77.0,0.1045,2,11,13,weekdays,terlalu lembab,Sedang
11253,2012-04-19,summer,2012,april,2,0,thursday,cloudy,0.42,0.4242,77.0,0.0,2,4,6,weekdays,terlalu lembab,Rendah
11254,2012-04-19,summer,2012,april,3,0,thursday,cloudy,0.42,0.4242,77.0,0.0,1,3,4,weekdays,terlalu lembab,Rendah
11255,2012-04-19,summer,2012,april,4,0,thursday,cloudy,0.42,0.4242,71.0,0.0,0,4,4,weekdays,terlalu lembab,Rendah
11256,2012-04-19,summer,2012,april,5,0,thursday,clear,0.4,0.4091,82.0,0.0,0,30,30,weekdays,terlalu lembab,Sedang
11257,2012-04-19,summer,2012,april,6,0,thursday,cloudy,0.4,0.4091,82.0,0.1045,4,116,120,weekdays,terlalu lembab,Sangat Tinggi
11258,2012-04-19,summer,2012,april,7,0,thursday,cloudy,0.4,0.4091,82.0,0.1343,15,391,406,weekdays,terlalu lembab,Sangat Tinggi
11259,2012-04-19,summer,2012,april,8,0,thursday,cloudy,0.42,0.4242,82.0,0.1045,26,651,677,weekdays,terlalu lembab,Sangat Tinggi
11260,2012-04-19,summer,2012,april,9,0,thursday,cloudy,0.46,0.4545,72.0,0.0,31,270,301,weekdays,terlalu lembab,Sangat Tinggi
11261,2012-04-19,summer,2012,april,10,0,thursday,clear,0.48,0.4697,63.0,0.0896,46,143,189,weekdays,ideal,Sangat Tinggi
11262,2012-04-19,summer,2012,april,11,0,thursday,clear,0.52,0.5,48.0,0.0,46,183,229,weekdays,ideal,Sangat Tinggi
11263,2012-04-19,summer,2012,april,12,0,thursday,clear,0.54,0.5152,49.0,0.0,51,213,264,weekdays,ideal,Sangat Tinggi
11264,2012-04-19,summer,2012,april,13,0,thursday,clear,0.56,0.5303,46.0,0.0,52,186,238,weekdays,ideal,Sangat Tinggi
11265,2012-04-19,summer,2012,april,14,0,thursday,clear,0.58,0.5455,43.0,0.0,54,183,237,weekdays,terlalu kering,Sangat Tinggi
11266,2012-04-19,summer,2012,april,15,0,thursday,clear,0.6,0.6212,43.0,0.0,66,196,262,weekdays,terlalu kering,Sangat Tinggi
11267,2012-04-19,summer,2012,april,16,0,thursday,clear,0.62,0.6212,41.0,0.1045,63,324,387,weekdays,terlalu kering,Sangat Tinggi
11268,2012-04-19,summer,2012,april,17,0,thursday,clear,0.6,0.6212,43.0,0.0896,85,663,748,weekdays,terlalu kering,Sangat Tinggi
11269,2012-04-19,summer,2012,april,18,0,thursday,clear,0.6,0.6212,43.0,0.0896,99,677,776,weekdays,terlalu kering,Sangat Tinggi
11270,2012-04-19,summer,2012,april,19,0,thursday,clear,0.58,0.5455,46.0,0.1343,70,516,586,weekdays,ideal,Sangat Tinggi
11271,2012-04-19,summer,2012,april,20,0,thursday,clear,0.56,0.5303,49.0,0.2239,52,352,404,weekdays,ideal,Sangat Tinggi
11272,2012-04-19,summer,2012,april,21,0,thursday,clear,0.52,0.5,55.00000000000001,0.1045,27,240,267,weekdays,ideal,Sangat Tinggi
11273,2012-04-19,summer,2012,april,22,0,thursday,clear,0.52,0.5,59.0,0.194,29,219,248,weekdays,ideal,Sangat Tinggi
11274,2012-04-19,summer,2012,april,23,0,thursday,clear,0.5,0.4848,63.0,0.1045,20,124,144,weekdays,ideal,Sangat Tinggi
11275,2012-04-20,summer,2012,april,0,0,friday,clear,0.48,0.4697,67.0,0.1045,5,59,64,weekdays,terlalu lembab,Tinggi
11276,2012-04-20,summer,2012,april,1,0,friday,clear,0.46,0.4545,82.0,0.194,3,22,25,weekdays,terlalu lembab,Sedang
11277,2012-04-20,summer,2012,april,2,0,friday,clear,0.44,0.4394,88.0,0.194,3,18,21,weekdays,terlalu lembab,Sedang
11278,2012-04-20,summer,2012,april,3,0,friday,clear,0.44,0.4394,88.0,0.1045,1,9,10,weekdays,terlalu lembab,Sedang
11279,2012-04-20,summer,2012,april,4,0,friday,clear,0.42,0.4242,94.0,0.1045,0,3,3,weekdays,terlalu lembab,Rendah
11280,2012-04-20,summer,2012,april,5,0,friday,clear,0.42,0.4242,94.0,0.0,1,24,25,weekdays,terlalu lembab,Sedang
11281,2012-04-20,summer,2012,april,6,0,friday,clear,0.42,0.4242,88.0,0.0,8,105,113,weekdays,terlalu lembab,Sangat Tinggi
11282,2012-04-20,summer,2012,april,7,0,friday,clear,0.42,0.4242,94.0,0.0,9,350,359,weekdays,terlalu lembab,Sangat Tinggi
11283,2012-04-20,summer,2012,april,8,0,friday,clear,0.44,0.4394,94.0,0.0,32,668,700,weekdays,terlalu lembab,Sangat Tinggi
11284,2012-04-20,summer,2012,april,9,0,friday,clear,0.46,0.4545,88.0,0.0896,30,329,359,weekdays,terlalu lembab,Sangat Tinggi
11285,2012-04-20,summer,2012,april,10,0,friday,clear,0.5,0.4848,77.0,0.194,67,170,237,weekdays,terlalu lembab,Sangat Tinggi
11286,2012-04-20,summer,2012,april,11,0,friday,clear,0.54,0.5152,68.0,0.1642,64,190,254,weekdays,terlalu lembab,Sangat Tinggi
11287,2012-04-20,summer,2012,april,12,0,friday,clear,0.58,0.5455,53.0,0.194,102,260,362,weekdays,ideal,Sangat Tinggi
11288,2012-04-20,summer,2012,april,13,0,friday,clear,0.62,0.6212,43.0,0.194,105,276,381,weekdays,terlalu kering,Sangat Tinggi
11289,2012-04-20,summer,2012,april,14,0,friday,clear,0.64,0.6212,44.0,0.2239,156,238,394,weekdays,terlalu kering,Sangat Tinggi
11290,2012-04-20,summer,2012,april,15,0,friday,clear,0.64,0.6212,47.0,0.194,145,262,407,weekdays,ideal,Sangat Tinggi
11291,2012-04-20,summer,2012,april,16,0,friday,clear,0.66,0.6212,44.0,0.194,151,429,580,weekdays,terlalu kering,Sangat Tinggi
11292,2012-04-20,summer,2012,april,17,0,friday,clear,0.64,0.6212,47.0,0.2836,122,697,819,weekdays,ideal,Sangat Tinggi
11293,2012-04-20,summer,2012,april,18,0,friday,clear,0.62,0.6212,50.0,0.2836,110,558,668,weekdays,ideal,Sangat Tinggi
11294,2012-04-20,summer,2012,april,19,0,friday,clear,0.6,0.6212,53.0,0.194,82,410,492,weekdays,ideal,Sangat Tinggi
11295,2012-04-20,summer,2012,april,20,0,friday,clear,0.58,0.5455,56.00000000000001,0.1642,52,289,341,weekdays,ideal,Sangat Tinggi
11296,2012-04-20,summer,2012,april,21,0,friday,clear,0.56,0.5303,68.0,0.1343,35,252,287,weekdays,terlalu lembab,Sangat Tinggi
11297,2012-04-20,summer,2012,april,22,0,friday,clear,0.54,0.5152,68.0,0.2537,26,176,202,weekdays,terlalu lembab,Sangat Tinggi
11298,2012-04-20,summer,2012,april,23,0,friday,clear,0.52,0.5,72.0,0.1343,31,156,187,weekdays,terlalu lembab,Sangat Tinggi
11299,2012-04-21,summer,2012,april,0,0,saturday,clear,0.52,0.5,77.0,0.2239,31,111,142,weekend,terlalu lembab,Sangat Tinggi
11300,2012-04-21,summer,2012,april,1,0,saturday,clear,0.52,0.5,77.0,0.2239,24,64,88,weekend,terlalu lembab,Tinggi
11301,2012-04-21,summer,2012,april,2,0,saturday,clear,0.52,0.5,77.0,0.1343,12,69,81,weekend,terlalu lembab,Tinggi
11302,2012-04-21,summer,2012,april,3,0,saturday,clear,0.5,0.4848,82.0,0.2239,4,25,29,weekend,terlalu lembab,Sedang
11303,2012-04-21,summer,2012,april,4,0,saturday,clear,0.5,0.4848,82.0,0.2537,0,9,9,weekend,terlalu lembab,Rendah
11304,2012-04-21,summer,2012,april,5,0,saturday,clear,0.5,0.4848,82.0,0.2537,0,1,1,weekend,terlalu lembab,Rendah
11305,2012-04-21,summer,2012,april,6,0,saturday,clear,0.5,0.4848,82.0,0.2239,10,21,31,weekend,terlalu lembab,Sedang
11306,2012-04-21,summer,2012,april,7,0,saturday,clear,0.5,0.4848,82.0,0.2836,21,55,76,weekend,terlalu lembab,Tinggi
11307,2012-04-21,summer,2012,april,8,0,saturday,clear,0.52,0.5,81.0,0.2537,52,149,201,weekend,terlalu lembab,Sangat Tinggi
11308,2012-04-21,summer,2012,april,9,0,saturday,clear,0.54,0.5152,77.0,0.1642,115,216,331,weekend,terlalu lembab,Sangat Tinggi
11309,2012-04-21,summer,2012,april,10,0,saturday,clear,0.6,0.6061,64.0,0.2836,183,299,482,weekend,ideal,Sangat Tinggi
11310,2012-04-21,summer,2012,april,11,0,saturday,clear,0.62,0.6061,61.0,0.3284,260,348,608,weekend,ideal,Sangat Tinggi
11311,2012-04-21,summer,2012,april,12,0,saturday,clear,0.64,0.6212,56.99999999999999,0.2239,262,378,640,weekend,ideal,Sangat Tinggi
11312,2012-04-21,summer,2012,april,13,0,saturday,clear,0.66,0.6212,54.0,0.2239,291,358,649,weekend,ideal,Sangat Tinggi
11313,2012-04-21,summer,2012,april,14,0,saturday,clear,0.7,0.6364,45.0,0.2836,278,331,609,weekend,ideal,Sangat Tinggi
11314,2012-04-21,summer,2012,april,15,0,saturday,clear,0.72,0.6515,39.0,0.2537,267,361,628,weekend,terlalu kering,Sangat Tinggi
11315,2012-04-21,summer,2012,april,16,0,saturday,clear,0.7,0.6364,42.0,0.3284,267,372,639,weekend,terlalu kering,Sangat Tinggi
11316,2012-04-21,summer,2012,april,17,0,saturday,cloudy,0.74,0.6515,30.0,0.3881,259,309,568,weekend,terlalu kering,Sangat Tinggi
11317,2012-04-21,summer,2012,april,18,0,saturday,cloudy,0.68,0.6364,47.0,0.4925,133,283,416,weekend,ideal,Sangat Tinggi
11318,2012-04-21,summer,2012,april,19,0,saturday,light_rain,0.56,0.5303,73.0,0.4925,9,45,54,weekend,terlalu lembab,Tinggi
11319,2012-04-21,summer,2012,april,20,0,saturday,light_rain,0.5,0.4848,82.0,0.2985,5,34,39,weekend,terlalu lembab,Sedang
11320,2012-04-21,summer,2012,april,21,0,saturday,light_rain,0.5,0.4848,82.0,0.3881,20,82,102,weekend,terlalu lembab,Sangat Tinggi
11321,2012-04-21,summer,2012,april,22,0,saturday,clear,0.48,0.4697,82.0,0.2985,20,90,110,weekend,terlalu lembab,Sangat Tinggi
11322,2012-04-21,summer,2012,april,23,0,saturday,cloudy,0.46,0.4545,82.0,0.2836,18,73,91,weekend,terlalu lembab,Tinggi
11323,2012-04-22,summer,2012,april,0,0,sunday,cloudy,0.46,0.4545,82.0,0.194,32,85,117,weekend,terlalu lembab,Sangat Tinggi
11324,2012-04-22,summer,2012,april,1,0,sunday,cloudy,0.46,0.4545,82.0,0.3284,10,63,73,weekend,terlalu lembab,Tinggi
11325,2012-04-22,summer,2012,april,2,0,sunday,clear,0.46,0.4545,72.0,0.2836,7,49,56,weekend,terlalu lembab,Tinggi
11326,2012-04-22,summer,2012,april,3,0,sunday,cloudy,0.44,0.4394,82.0,0.1642,7,33,40,weekend,terlalu lembab,Sedang
11327,2012-04-22,summer,2012,april,4,0,sunday,cloudy,0.44,0.4394,77.0,0.1642,0,7,7,weekend,terlalu lembab,Rendah
11328,2012-04-22,summer,2012,april,5,0,sunday,cloudy,0.44,0.4394,77.0,0.2239,0,6,6,weekend,terlalu lembab,Rendah
11329,2012-04-22,summer,2012,april,6,0,sunday,cloudy,0.44,0.4394,72.0,0.3284,6,6,12,weekend,terlalu lembab,Sedang
11330,2012-04-22,summer,2012,april,7,0,sunday,light_rain,0.42,0.4242,77.0,0.3881,2,22,24,weekend,terlalu lembab,Sedang
11331,2012-04-22,summer,2012,april,8,0,sunday,light_rain,0.4,0.4091,82.0,0.2537,8,43,51,weekend,terlalu lembab,Tinggi
11332,2012-04-22,summer,2012,april,9,0,sunday,light_rain,0.4,0.4091,82.0,0.2537,8,71,79,weekend,terlalu lembab,Tinggi
11333,2012-04-22,summer,2012,april,10,0,sunday,light_rain,0.38,0.3939,82.0,0.3284,11,57,68,weekend,terlalu lembab,Tinggi
11334,2012-04-22,summer,2012,april,11,0,sunday,light_rain,0.38,0.3939,87.0,0.2985,7,70,77,weekend,terlalu lembab,Tinggi
11335,2012-04-22,summer,2012,april,12,0,sunday,light_rain,0.38,0.3939,87.0,0.3284,5,56,61,weekend,terlalu lembab,Tinggi
11336,2012-04-22,summer,2012,april,13,0,sunday,light_rain,0.38,0.3939,82.0,0.3582,5,47,52,weekend,terlalu lembab,Tinggi
11337,2012-04-22,summer,2012,april,14,0,sunday,light_rain,0.38,0.3939,87.0,0.3284,3,50,53,weekend,terlalu lembab,Tinggi
11338,2012-04-22,summer,2012,april,15,0,sunday,light_rain,0.38,0.3939,87.0,0.3881,0,38,38,weekend,terlalu lembab,Sedang
11339,2012-04-22,summer,2012,april,16,0,sunday,light_rain,0.38,0.3939,87.0,0.4478,4,32,36,weekend,terlalu lembab,Sedang
11340,2012-04-22,summer,2012,april,17,0,sunday,light_rain,0.36,0.3182,93.0,0.4478,2,25,27,weekend,terlalu lembab,Sedang
11341,2012-04-22,summer,2012,april,18,0,sunday,light_rain,0.36,0.3182,93.0,0.4478,1,38,39,weekend,terlalu lembab,Sedang
11342,2012-04-22,summer,2012,april,19,0,sunday,light_rain,0.36,0.3182,87.0,0.5224,1,34,35,weekend,terlalu lembab,Sedang
11343,2012-04-22,summer,2012,april,20,0,sunday,light_rain,0.36,0.3333,93.0,0.4179,1,34,35,weekend,terlalu lembab,Sedang
11344,2012-04-22,summer,2012,april,21,0,sunday,light_rain,0.36,0.3333,87.0,0.3881,0,11,11,weekend,terlalu lembab,Sedang
11345,2012-04-22,summer,2012,april,22,0,sunday,light_rain,0.34,0.2879,87.0,0.5224,0,13,13,weekend,terlalu lembab,Sedang
11346,2012-04-22,summer,2012,april,23,0,sunday,light_rain,0.36,0.3182,81.0,0.4627,0,17,17,weekend,terlalu lembab,Sedang
11347,2012-04-23,summer,2012,april,0,0,monday,light_rain,0.36,0.3333,81.0,0.4179,0,6,6,weekdays,terlalu lembab,Rendah
11348,2012-04-23,summer,2012,april,1,0,monday,light_rain,0.34,0.303,87.0,0.3582,1,1,2,weekdays,terlalu lembab,Rendah
11349,2012-04-23,summer,2012,april,2,0,monday,cloudy,0.32,0.303,87.0,0.3284,1,3,4,weekdays,terlalu lembab,Rendah
11350,2012-04-23,summer,2012,april,3,0,monday,cloudy,0.32,0.303,81.0,0.2836,0,1,1,weekdays,terlalu lembab,Rendah
11351,2012-04-23,summer,2012,april,4,0,monday,light_rain,0.3,0.2879,81.0,0.2836,0,3,3,weekdays,terlalu lembab,Rendah
11352,2012-04-23,summer,2012,april,5,0,monday,light_rain,0.3,0.2879,81.0,0.2836,0,14,14,weekdays,terlalu lembab,Sedang
11353,2012-04-23,summer,2012,april,6,0,monday,cloudy,0.3,0.2727,81.0,0.2985,2,43,45,weekdays,terlalu lembab,Sedang
11354,2012-04-23,summer,2012,april,7,0,monday,light_rain,0.3,0.2879,81.0,0.2537,1,206,207,weekdays,terlalu lembab,Sangat Tinggi
11355,2012-04-23,summer,2012,april,8,0,monday,cloudy,0.3,0.2727,75.0,0.3284,11,471,482,weekdays,terlalu lembab,Sangat Tinggi
11356,2012-04-23,summer,2012,april,9,0,monday,cloudy,0.3,0.2727,75.0,0.3881,17,255,272,weekdays,terlalu lembab,Sangat Tinggi
11357,2012-04-23,summer,2012,april,10,0,monday,cloudy,0.32,0.303,70.0,0.3284,12,88,100,weekdays,terlalu lembab,Sangat Tinggi
11358,2012-04-23,summer,2012,april,11,0,monday,cloudy,0.32,0.2879,70.0,0.3582,10,91,101,weekdays,terlalu lembab,Sangat Tinggi
11359,2012-04-23,summer,2012,april,12,0,monday,light_rain,0.34,0.303,71.0,0.3582,12,117,129,weekdays,terlalu lembab,Sangat Tinggi
11360,2012-04-23,summer,2012,april,13,0,monday,light_rain,0.34,0.303,66.0,0.3881,9,98,107,weekdays,terlalu lembab,Sangat Tinggi
11361,2012-04-23,summer,2012,april,14,0,monday,light_rain,0.36,0.3182,62.0,0.4478,12,102,114,weekdays,ideal,Sangat Tinggi
11362,2012-04-23,summer,2012,april,15,0,monday,cloudy,0.36,0.3333,62.0,0.3881,11,101,112,weekdays,ideal,Sangat Tinggi
11363,2012-04-23,summer,2012,april,16,0,monday,light_rain,0.3,0.2727,81.0,0.3582,10,93,103,weekdays,terlalu lembab,Sangat Tinggi
11364,2012-04-23,summer,2012,april,17,0,monday,light_rain,0.3,0.2727,82.0,0.3284,13,219,232,weekdays,terlalu lembab,Sangat Tinggi
11365,2012-04-23,summer,2012,april,18,0,monday,light_rain,0.32,0.3333,81.0,0.1343,10,369,379,weekdays,terlalu lembab,Sangat Tinggi
11366,2012-04-23,summer,2012,april,19,0,monday,cloudy,0.34,0.3182,76.0,0.2239,11,287,298,weekdays,terlalu lembab,Sangat Tinggi
11367,2012-04-23,summer,2012,april,20,0,monday,cloudy,0.32,0.3182,76.0,0.1642,17,186,203,weekdays,terlalu lembab,Sangat Tinggi
11368,2012-04-23,summer,2012,april,21,0,monday,cloudy,0.32,0.303,81.0,0.2239,7,145,152,weekdays,terlalu lembab,Sangat Tinggi
11369,2012-04-23,summer,2012,april,22,0,monday,clear,0.32,0.3182,76.0,0.194,18,71,89,weekdays,terlalu lembab,Tinggi
11370,2012-04-23,summer,2012,april,23,0,monday,clear,0.32,0.3182,76.0,0.1642,10,49,59,weekdays,terlalu lembab,Tinggi
11371,2012-04-24,summer,2012,april,0,0,tuesday,cloudy,0.32,0.3333,76.0,0.1343,0,13,13,weekdays,terlalu lembab,Sedang
11372,2012-04-24,summer,2012,april,1,0,tuesday,cloudy,0.32,0.3333,81.0,0.1343,1,6,7,weekdays,terlalu lembab,Rendah
11373,2012-04-24,summer,2012,april,2,0,tuesday,clear,0.32,0.3182,81.0,0.194,0,3,3,weekdays,terlalu lembab,Rendah
11374,2012-04-24,summer,2012,april,3,0,tuesday,clear,0.32,0.303,81.0,0.2239,0,2,2,weekdays,terlalu lembab,Rendah
11375,2012-04-24,summer,2012,april,4,0,tuesday,clear,0.3,0.2879,70.0,0.194,0,3,3,weekdays,terlalu lembab,Rendah
11376,2012-04-24,summer,2012,april,5,0,tuesday,clear,0.3,0.2879,70.0,0.194,0,22,22,weekdays,terlalu lembab,Sedang
11377,2012-04-24,summer,2012,april,6,0,tuesday,clear,0.3,0.2879,70.0,0.2239,3,117,120,weekdays,terlalu lembab,Sangat Tinggi
11378,2012-04-24,summer,2012,april,7,0,tuesday,clear,0.32,0.303,66.0,0.2836,3,387,390,weekdays,terlalu lembab,Sangat Tinggi
11379,2012-04-24,summer,2012,april,8,0,tuesday,clear,0.34,0.3182,61.0,0.2537,12,599,611,weekdays,ideal,Sangat Tinggi
11380,2012-04-24,summer,2012,april,9,0,tuesday,clear,0.4,0.4091,47.0,0.3582,6,302,308,weekdays,ideal,Sangat Tinggi
11381,2012-04-24,summer,2012,april,10,0,tuesday,clear,0.42,0.4242,47.0,0.2985,33,129,162,weekdays,ideal,Sangat Tinggi
11382,2012-04-24,summer,2012,april,11,0,tuesday,clear,0.46,0.4545,31.0,0.3881,27,157,184,weekdays,terlalu kering,Sangat Tinggi
11383,2012-04-24,summer,2012,april,12,0,tuesday,clear,0.48,0.4697,28.999999999999996,0.3881,36,188,224,weekdays,terlalu kering,Sangat Tinggi
11384,2012-04-24,summer,2012,april,13,0,tuesday,clear,0.5,0.4848,28.999999999999996,0.3881,35,189,224,weekdays,terlalu kering,Sangat Tinggi
11385,2012-04-24,summer,2012,april,14,0,tuesday,clear,0.5,0.4848,25.0,0.3881,50,166,216,weekdays,terlalu kering,Sangat Tinggi
11386,2012-04-24,summer,2012,april,15,0,tuesday,clear,0.5,0.4848,23.0,0.4179,60,176,236,weekdays,terlalu kering,Sangat Tinggi
11387,2012-04-24,summer,2012,april,16,0,tuesday,clear,0.5,0.4848,23.0,0.194,54,308,362,weekdays,terlalu kering,Sangat Tinggi
11388,2012-04-24,summer,2012,april,17,0,tuesday,clear,0.52,0.5,22.0,0.3881,72,619,691,weekdays,terlalu kering,Sangat Tinggi
11389,2012-04-24,summer,2012,april,18,0,tuesday,clear,0.5,0.4848,18.0,0.0,52,580,632,weekdays,terlalu kering,Sangat Tinggi
11390,2012-04-24,summer,2012,april,19,0,tuesday,clear,0.5,0.4848,18.0,0.2537,33,449,482,weekdays,terlalu kering,Sangat Tinggi
11391,2012-04-24,summer,2012,april,20,0,tuesday,clear,0.48,0.4697,21.0,0.3284,16,269,285,weekdays,terlalu kering,Sangat Tinggi
11392,2012-04-24,summer,2012,april,21,0,tuesday,cloudy,0.46,0.4545,28.000000000000004,0.1642,13,213,226,weekdays,terlalu kering,Sangat Tinggi
11393,2012-04-24,summer,2012,april,22,0,tuesday,clear,0.44,0.4394,35.0,0.1045,8,149,157,weekdays,terlalu kering,Sangat Tinggi
11394,2012-04-24,summer,2012,april,23,0,tuesday,clear,0.42,0.4242,38.0,0.0896,4,69,73,weekdays,terlalu kering,Tinggi
11395,2012-04-25,summer,2012,april,0,0,wednesday,clear,0.44,0.4394,38.0,0.0,13,23,36,weekdays,terlalu kering,Sedang
11396,2012-04-25,summer,2012,april,1,0,wednesday,clear,0.42,0.4242,41.0,0.0,8,17,25,weekdays,terlalu kering,Sedang
11397,2012-04-25,summer,2012,april,2,0,wednesday,clear,0.36,0.3788,62.0,0.0,1,6,7,weekdays,ideal,Rendah
11398,2012-04-25,summer,2012,april,3,0,wednesday,clear,0.32,0.3333,70.0,0.0896,0,3,3,weekdays,terlalu lembab,Rendah
11399,2012-04-25,summer,2012,april,4,0,wednesday,clear,0.34,0.3485,66.0,0.0896,0,6,6,weekdays,terlalu lembab,Rendah
11400,2012-04-25,summer,2012,april,5,0,wednesday,clear,0.34,0.3636,66.0,0.0,0,24,24,weekdays,terlalu lembab,Sedang
11401,2012-04-25,summer,2012,april,6,0,wednesday,clear,0.34,0.3636,66.0,0.0,3,103,106,weekdays,terlalu lembab,Sangat Tinggi
11402,2012-04-25,summer,2012,april,7,0,wednesday,clear,0.34,0.3636,71.0,0.0,13,376,389,weekdays,terlalu lembab,Sangat Tinggi
11403,2012-04-25,summer,2012,april,8,0,wednesday,clear,0.36,0.3636,76.0,0.0896,20,634,654,weekdays,terlalu lembab,Sangat Tinggi
11404,2012-04-25,summer,2012,april,9,0,wednesday,clear,0.42,0.4242,54.0,0.0,33,288,321,weekdays,ideal,Sangat Tinggi
11405,2012-04-25,summer,2012,april,10,0,wednesday,clear,0.52,0.5,34.0,0.0,44,138,182,weekdays,terlalu kering,Sangat Tinggi
11406,2012-04-25,summer,2012,april,11,0,wednesday,clear,0.52,0.5,32.0,0.1343,42,177,219,weekdays,terlalu kering,Sangat Tinggi
11407,2012-04-25,summer,2012,april,12,0,wednesday,clear,0.54,0.5152,28.000000000000004,0.2836,49,220,269,weekdays,terlalu kering,Sangat Tinggi
11408,2012-04-25,summer,2012,april,13,0,wednesday,clear,0.56,0.5303,26.0,0.2239,35,193,228,weekdays,terlalu kering,Sangat Tinggi
11409,2012-04-25,summer,2012,april,14,0,wednesday,clear,0.56,0.5303,22.0,0.3582,47,176,223,weekdays,terlalu kering,Sangat Tinggi
11410,2012-04-25,summer,2012,april,15,0,wednesday,clear,0.58,0.5455,19.0,0.1642,47,182,229,weekdays,terlalu kering,Sangat Tinggi
11411,2012-04-25,summer,2012,april,16,0,wednesday,clear,0.6,0.5909,20.0,0.3284,49,327,376,weekdays,terlalu kering,Sangat Tinggi
11412,2012-04-25,summer,2012,april,17,0,wednesday,clear,0.6,0.5909,20.0,0.2985,68,664,732,weekdays,terlalu kering,Sangat Tinggi
11413,2012-04-25,summer,2012,april,18,0,wednesday,clear,0.6,0.5909,20.0,0.2836,60,649,709,weekdays,terlalu kering,Sangat Tinggi
11414,2012-04-25,summer,2012,april,19,0,wednesday,clear,0.6,0.5909,20.0,0.194,42,501,543,weekdays,terlalu kering,Sangat Tinggi
11415,2012-04-25,summer,2012,april,20,0,wednesday,clear,0.56,0.5303,22.0,0.0896,22,358,380,weekdays,terlalu kering,Sangat Tinggi
11416,2012-04-25,summer,2012,april,21,0,wednesday,clear,0.52,0.5,52.0,0.1343,27,212,239,weekdays,ideal,Sangat Tinggi
11417,2012-04-25,summer,2012,april,22,0,wednesday,clear,0.5,0.4848,51.0,0.0,22,170,192,weekdays,ideal,Sangat Tinggi
11418,2012-04-25,summer,2012,april,23,0,wednesday,cloudy,0.5,0.4848,51.0,0.0896,10,94,104,weekdays,ideal,Sangat Tinggi
11419,2012-04-26,summer,2012,april,0,0,thursday,cloudy,0.48,0.4697,63.0,0.0,1,42,43,weekdays,ideal,Sedang
11420,2012-04-26,summer,2012,april,1,0,thursday,cloudy,0.48,0.4697,48.0,0.0896,1,22,23,weekdays,ideal,Sedang
11421,2012-04-26,summer,2012,april,2,0,thursday,cloudy,0.48,0.4697,55.00000000000001,0.1045,3,10,13,weekdays,ideal,Sedang
11422,2012-04-26,summer,2012,april,3,0,thursday,cloudy,0.48,0.4697,55.00000000000001,0.0896,1,5,6,weekdays,ideal,Rendah
11423,2012-04-26,summer,2012,april,4,0,thursday,cloudy,0.48,0.4697,59.0,0.0896,1,2,3,weekdays,ideal,Rendah
11424,2012-04-26,summer,2012,april,5,0,thursday,cloudy,0.48,0.4697,63.0,0.1343,0,17,17,weekdays,ideal,Sedang
11425,2012-04-26,summer,2012,april,6,0,thursday,cloudy,0.48,0.4697,63.0,0.2537,5,122,127,weekdays,ideal,Sangat Tinggi
11426,2012-04-26,summer,2012,april,7,0,thursday,light_rain,0.46,0.4545,82.0,0.3582,3,222,225,weekdays,terlalu lembab,Sangat Tinggi
11427,2012-04-26,summer,2012,april,8,0,thursday,light_rain,0.46,0.4545,82.0,0.194,4,358,362,weekdays,terlalu lembab,Sangat Tinggi
11428,2012-04-26,summer,2012,april,9,0,thursday,light_rain,0.46,0.4545,88.0,0.1642,12,189,201,weekdays,terlalu lembab,Sangat Tinggi
11429,2012-04-26,summer,2012,april,10,0,thursday,cloudy,0.46,0.4545,94.0,0.1642,14,125,139,weekdays,terlalu lembab,Sangat Tinggi
11430,2012-04-26,summer,2012,april,11,0,thursday,cloudy,0.46,0.4545,94.0,0.2239,16,135,151,weekdays,terlalu lembab,Sangat Tinggi
11431,2012-04-26,summer,2012,april,12,0,thursday,cloudy,0.52,0.5,83.0,0.1343,24,180,204,weekdays,terlalu lembab,Sangat Tinggi
11432,2012-04-26,summer,2012,april,13,0,thursday,cloudy,0.5,0.4848,82.0,0.1642,19,178,197,weekdays,terlalu lembab,Sangat Tinggi
11433,2012-04-26,summer,2012,april,14,0,thursday,cloudy,0.54,0.5152,77.0,0.194,37,132,169,weekdays,terlalu lembab,Sangat Tinggi
11434,2012-04-26,summer,2012,april,15,0,thursday,cloudy,0.52,0.5,83.0,0.3284,39,165,204,weekdays,terlalu lembab,Sangat Tinggi
11435,2012-04-26,summer,2012,april,16,0,thursday,cloudy,0.52,0.5,83.0,0.2239,37,281,318,weekdays,terlalu lembab,Sangat Tinggi
11436,2012-04-26,summer,2012,april,17,0,thursday,clear,0.54,0.5152,77.0,0.1642,49,565,614,weekdays,terlalu lembab,Sangat Tinggi
11437,2012-04-26,summer,2012,april,18,0,thursday,cloudy,0.54,0.5152,77.0,0.194,75,589,664,weekdays,terlalu lembab,Sangat Tinggi
11438,2012-04-26,summer,2012,april,19,0,thursday,cloudy,0.54,0.5152,77.0,0.2239,57,407,464,weekdays,terlalu lembab,Sangat Tinggi
11439,2012-04-26,summer,2012,april,20,0,thursday,clear,0.54,0.5152,77.0,0.194,23,314,337,weekdays,terlalu lembab,Sangat Tinggi
11440,2012-04-26,summer,2012,april,21,0,thursday,clear,0.52,0.5,83.0,0.2239,28,222,250,weekdays,terlalu lembab,Sangat Tinggi
