,dteday,season,year,month,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count,category_days,humidity_category
420,2012-02-25,springer,2012,february,0,saturday,clear,0.290833,0.255675,39.5833,0.421642,317,2415,2732,weekend,terlalu kering
421,2012-02-26,springer,2012,february,0,sunday,clear,0.279167,0.268308,41.0,0.205229,515,2874,3389,weekend,terlalu kering
422,2012-02-27,springer,2012,february,0,monday,clear,0.366667,0.357954,49.0833,0.268033,253,4069,4322,weekdays,ideal
423,2012-02-28,springer,2012,february,0,tuesday,clear,0.359167,0.353525,39.5833,0.193417,229,4134,4363,weekdays,terlalu kering
424,2012-02-29,springer,2012,february,0,wednesday,cloudy,0.344348,0.34847,80.4783,0.179117,65,1769,1834,weekdays,terlalu lembab
425,2012-03-01,springer,2012,march,0,thursday,clear,0.485833,0.475371,61.5417,0.226987,325,4665,4990,weekdays,ideal
426,2012-03-02,springer,2012,march,0,friday,cloudy,0.353333,0.359842,65.7083,0.144904,246,2948,3194,weekdays,terlalu lembab
427,2012-03-03,springer,2012,march,0,saturday,cloudy,0.414167,0.413492,62.125,0.161079,956,3110,4066,weekend,ideal
428,2012-03-04,springer,2012,march,0,sunday,clear,0.325833,0.303021,40.3333,0.334571,710,2713,3423,weekend,terlalu kering
429,2012-03-05,springer,2012,march,0,monday,clear,0.243333,0.241171,50.625,0.228858,203,3130,3333,weekdays,ideal
430,2012-03-06,springer,2012,march,0,tuesday,clear,0.258333,0.255042,45.6667,0.200875,221,3735,3956,weekdays,ideal
431,2012-03-07,springer,2012,march,0,wednesday,clear,0.404167,0.3851,51.3333,0.345779,432,4484,4916,weekdays,ideal
432,2012-03-08,springer,2012,march,0,thursday,clear,0.5275,0.524604,56.75,0.441563,486,4896,5382,weekdays,ideal
433,2012-03-09,springer,2012,march,0,friday,cloudy,0.410833,0.397083,40.708299999999994,0.4148,447,4122,4569,weekdays,terlalu kering
434,2012-03-10,springer,2012,march,0,saturday,clear,0.2875,0.277767,35.0417,0.22575,968,3150,4118,weekend,terlalu kering
435,2012-03-11,springer,2012,march,0,sunday,clear,0.361739,0.35967,47.6957,0.222587,1658,3253,4911,weekend,ideal
436,2012-03-12,springer,2012,march,0,monday,clear,0.466667,0.459592,48.9167,0.207713,838,4460,5298,weekdays,ideal
437,2012-03-13,springer,2012,march,0,tuesday,clear,0.565,0.542929,61.75000000000001,0.23695,762,5085,5847,weekdays,ideal
438,2012-03-14,springer,2012,march,0,wednesday,clear,0.5725,0.548617,50.708299999999994,0.115062,997,5315,6312,weekdays,ideal
439,2012-03-15,springer,2012,march,0,thursday,clear,0.5575,0.532825,57.958299999999994,0.149883,1005,5187,6192,weekdays,ideal
440,2012-03-16,springer,2012,march,0,friday,cloudy,0.435833,0.436229,84.20830000000001,0.113192,548,3830,4378,weekdays,terlalu lembab
441,2012-03-17,springer,2012,march,0,saturday,cloudy,0.514167,0.505046,75.5833,0.110704,3155,4681,7836,weekend,terlalu lembab
442,2012-03-18,springer,2012,march,0,sunday,cloudy,0.4725,0.464,81.0,0.126883,2207,3685,5892,weekend,terlalu lembab
443,2012-03-19,springer,2012,march,0,monday,clear,0.545,0.532821,72.875,0.162317,982,5171,6153,weekdays,terlalu lembab
444,2012-03-20,springer,2012,march,0,tuesday,clear,0.560833,0.538533,80.7917,0.121271,1051,5042,6093,weekdays,terlalu lembab
445,2012-03-21,summer,2012,march,0,wednesday,cloudy,0.531667,0.513258,82.125,0.0895583,1122,5108,6230,weekdays,terlalu lembab
446,2012-03-22,summer,2012,march,0,thursday,clear,0.554167,0.531567,83.125,0.117562,1334,5537,6871,weekdays,terlalu lembab
447,2012-03-23,summer,2012,march,0,friday,cloudy,0.601667,0.570067,69.41669999999999,0.1163,2469,5893,8362,weekdays,terlalu lembab
448,2012-03-24,summer,2012,march,0,saturday,cloudy,0.5025,0.486733,88.5417,0.192783,1033,2339,3372,weekend,terlalu lembab
449,2012-03-25,summer,2012,march,0,sunday,cloudy,0.4375,0.437488,88.0833,0.220775,1532,3464,4996,weekend,terlalu lembab
450,2012-03-26,summer,2012,march,0,monday,clear,0.445833,0.43875,47.7917,0.386821,795,4763,5558,weekdays,ideal
451,2012-03-27,summer,2012,march,0,tuesday,clear,0.323333,0.315654,28.999999999999996,0.187192,531,4571,5102,weekdays,terlalu kering
452,2012-03-28,summer,2012,march,0,wednesday,clear,0.484167,0.47095,48.125,0.291671,674,5024,5698,weekdays,ideal
453,2012-03-29,summer,2012,march,0,thursday,clear,0.494167,0.482304,43.9167,0.31965,834,5299,6133,weekdays,terlalu kering
454,2012-03-30,summer,2012,march,0,friday,cloudy,0.37,0.375621,58.0833,0.138067,796,4663,5459,weekdays,ideal
455,2012-03-31,summer,2012,march,0,saturday,cloudy,0.424167,0.421708,73.83330000000001,0.250617,2301,3934,6235,weekend,terlalu lembab
456,2012-04-01,summer,2012,april,0,sunday,cloudy,0.425833,0.417287,67.625,0.172267,2347,3694,6041,weekend,terlalu lembab
457,2012-04-02,summer,2012,april,0,monday,clear,0.433913,0.427513,50.4348,0.312139,1208,4728,5936,weekdays,ideal
458,2012-04-03,summer,2012,april,0,tuesday,clear,0.466667,0.461483,39.6667,0.100133,1348,5424,6772,weekdays,terlalu kering
459,2012-04-04,summer,2012,april,0,wednesday,clear,0.541667,0.53345,46.958299999999994,0.180975,1058,5378,6436,weekdays,ideal
460,2012-04-05,summer,2012,april,0,thursday,clear,0.435,0.431163,37.416700000000006,0.219529,1192,5265,6457,weekdays,terlalu kering
461,2012-04-06,summer,2012,april,0,friday,clear,0.403333,0.390767,37.7083,0.300388,1807,4653,6460,weekdays,terlalu kering
462,2012-04-07,summer,2012,april,0,saturday,clear,0.4375,0.426129,25.4167,0.274871,3252,3605,6857,weekend,terlalu kering
463,2012-04-08,summer,2012,april,0,sunday,clear,0.5,0.492425,27.5833,0.232596,2230,2939,5169,weekend,terlalu kering
464,2012-04-09,summer,2012,april,0,monday,clear,0.489167,0.476638,31.75,0.358196,905,4680,5585,weekdays,terlalu kering
465,2012-04-10,summer,2012,april,0,tuesday,clear,0.446667,0.436233,43.5,0.249375,819,5099,5918,weekdays,terlalu kering
466,2012-04-11,summer,2012,april,0,wednesday,clear,0.348696,0.337274,46.9565,0.295274,482,4380,4862,weekdays,ideal
467,2012-04-12,summer,2012,april,0,thursday,clear,0.3975,0.387604,46.625,0.290429,663,4746,5409,weekdays,ideal
468,2012-04-13,summer,2012,april,0,friday,clear,0.4425,0.431808,40.8333,0.155471,1252,5146,6398,weekdays,terlalu kering
469,2012-04-14,summer,2012,april,0,saturday,clear,0.495,0.487996,50.29169999999999,0.190917,2795,4665,7460,weekend,ideal
470,2012-04-15,summer,2012,april,0,sunday,clear,0.606667,0.573875,50.79169999999999,0.225129,2846,4286,7132,weekend,ideal
471,2012-04-16,summer,2012,april,1,monday,clear,0.664167,0.614925,56.166700000000006,0.284829,1198,5172,6370,weekdays,ideal
472,2012-04-17,summer,2012,april,0,tuesday,clear,0.608333,0.598487,39.0417,0.273629,989,5702,6691,weekdays,terlalu kering
473,2012-04-18,summer,2012,april,0,wednesday,cloudy,0.463333,0.457038,56.9167,0.167912,347,4020,4367,weekdays,ideal
474,2012-04-19,summer,2012,april,0,thursday,clear,0.498333,0.493046,61.25000000000001,0.0659292,846,5719,6565,weekdays,ideal
475,2012-04-20,summer,2012,april,0,friday,clear,0.526667,0.515775,69.4583,0.149871,1340,5950,7290,weekdays,terlalu lembab
476,2012-04-21,summer,2012,april,0,saturday,clear,0.57,0.542921,68.2917,0.283587,2541,4083,6624,weekend,terlalu lembab
477,2012-04-22,summer,2012,april,0,sunday,light_rain,0.396667,0.389504,83.54169999999999,0.344546,120,907,1027,weekend,terlalu lembab
478,2012-04-23,summer,2012,april,0,monday,cloudy,0.321667,0.301125,76.66669999999999,0.303496,195,3019,3214,weekdays,terlalu lembab
479,2012-04-24,summer,2012,april,0,tuesday,clear,0.413333,0.405283,45.4167,0.249383,518,5115,5633,weekdays,ideal
480,2012-04-25,summer,2012,april,0,wednesday,clear,0.476667,0.470317,42.7917,0.118792,655,5541,6196,weekdays,terlalu kering
481,2012-04-26,summer,2012,april,0,thursday,cloudy,0.498333,0.483583,75.66669999999999,0.176625,475,4551,5026,weekdays,terlalu lembab
482,2012-04-27,summer,2012,april,0,friday,clear,0.4575,0.452637,40.0833,0.347633,1014,5219,6233,weekdays,terlalu kering
483,2012-04-28,summer,2012,april,0,saturday,cloudy,0.376667,0.377504,48.9583,0.129975,1120,3100,4220,weekend,ideal
484,2012-04-29,summer,2012,april,0,sunday,clear,0.458333,0.450121,58.7083,0.116908,2229,4075,6304,weekend,ideal
485,2012-04-30,summer,2012,april,0,monday,cloudy,0.464167,0.457696,56.99999999999999,0.171638,665,4907,5572,weekdays,ideal
486,2012-05-01,summer,2012,may,0,tuesday,cloudy,0.613333,0.577021,65.95830000000001,0.156096,653,5087,5740,weekdays,terlalu lembab
487,2012-05-02,summer,2012,may,0,wednesday,clear,0.564167,0.537896,79.7083,0.138058,667,5502,6169,weekdays,terlalu lembab
488,2012-05-03,summer,2012,may,0,thursday,cloudy,0.56,0.537242,76.83330000000001,0.133696,764,5657,6421,weekdays,terlalu lembab
489,2012-05-04,summer,2012,may,0,friday,clear,0.6275,0.590917,73.54169999999999,0.162938,1069,5227,6296,weekdays,terlalu lembab
490,2012-05-05,summer,2012,may,0,saturday,cloudy,0.621667,0.584608,75.66669999999999,0.152992,2496,4387,6883,weekend,terlalu lembab
491,2012-05-06,summer,2012,may,0,sunday,cloudy,0.5625,0.546737,74.0,0.149879,2135,4224,6359,weekend,terlalu lembab
492,2012-05-07,summer,2012,may,0,monday,cloudy,0.5375,0.527142,66.41669999999999,0.230721,1008,5265,6273,weekdays,terlalu lembab
493,2012-05-08,summer,2012,may,0,tuesday,cloudy,0.581667,0.557471,68.58330000000001,0.296029,738,4990,5728,weekdays,terlalu lembab
494,2012-05-09,summer,2012,may,0,wednesday,cloudy,0.575,0.553025,74.4167,0.216412,620,4097,4717,weekdays,terlalu lembab
495,2012-05-10,summer,2012,may,0,thursday,clear,0.505833,0.491783,55.2083,0.314063,1026,5546,6572,weekdays,ideal
496,2012-05-11,summer,2012,may,0,friday,clear,0.533333,0.520833,36.0417,0.236937,1319,5711,7030,weekdays,terlalu kering
497,2012-05-12,summer,2012,may,0,saturday,clear,0.564167,0.544817,48.0417,0.123133,2622,4807,7429,weekend,ideal
498,2012-05-13,summer,2012,may,0,sunday,clear,0.6125,0.585238,57.62500000000001,0.225117,2172,3946,6118,weekend,ideal
499,2012-05-14,summer,2012,may,0,monday,cloudy,0.573333,0.5499,78.95830000000001,0.212692,342,2501,2843,weekdays,terlalu lembab
500,2012-05-15,summer,2012,may,0,tuesday,cloudy,0.611667,0.576404,79.45830000000001,0.147392,625,4490,5115,weekdays,terlalu lembab
501,2012-05-16,summer,2012,may,0,wednesday,clear,0.636667,0.595975,69.7917,0.122512,991,6433,7424,weekdays,terlalu lembab
502,2012-05-17,summer,2012,may,0,thursday,clear,0.593333,0.572613,52.0,0.229475,1242,6142,7384,weekdays,ideal
503,2012-05-18,summer,2012,may,0,friday,clear,0.564167,0.551121,52.33330000000001,0.136817,1521,6118,7639,weekdays,ideal
504,2012-05-19,summer,2012,may,0,saturday,clear,0.6,0.566908,45.625,0.083975,3410,4884,8294,weekend,ideal
505,2012-05-20,summer,2012,may,0,sunday,clear,0.620833,0.583967,53.041700000000006,0.254367,2704,4425,7129,weekend,ideal
506,2012-05-21,summer,2012,may,0,monday,cloudy,0.598333,0.565667,81.125,0.233204,630,3729,4359,weekdays,terlalu lembab
507,2012-05-22,summer,2012,may,0,tuesday,cloudy,0.615,0.580825,76.5833,0.118167,819,5254,6073,weekdays,terlalu lembab
508,2012-05-23,summer,2012,may,0,wednesday,cloudy,0.621667,0.584612,77.45830000000001,0.102,766,4494,5260,weekdays,terlalu lembab
509,2012-05-24,summer,2012,may,0,thursday,clear,0.655,0.6067,71.6667,0.172896,1059,5711,6770,weekdays,terlalu lembab
510,2012-05-25,summer,2012,may,0,friday,clear,0.68,0.627529,74.70830000000001,0.14055,1417,5317,6734,weekdays,terlalu lembab
511,2012-05-26,summer,2012,may,0,saturday,clear,0.6925,0.642696,73.25,0.198992,2855,3681,6536,weekend,terlalu lembab
512,2012-05-27,summer,2012,may,0,sunday,clear,0.69,0.641425,69.7083,0.215171,3283,3308,6591,weekend,terlalu lembab
513,2012-05-28,summer,2012,may,1,monday,clear,0.7125,0.6793,67.625,0.196521,2557,3486,6043,weekdays,terlalu lembab
514,2012-05-29,summer,2012,may,0,tuesday,clear,0.7225,0.672992,68.45830000000001,0.2954,880,4863,5743,weekdays,terlalu lembab
515,2012-05-30,summer,2012,may,0,wednesday,cloudy,0.656667,0.611129,67.0,0.134329,745,6110,6855,weekdays,terlalu lembab
516,2012-05-31,summer,2012,may,0,thursday,clear,0.68,0.631329,49.2917,0.195279,1100,6238,7338,weekdays,ideal
517,2012-06-01,summer,2012,june,0,friday,cloudy,0.654167,0.607962,75.5417,0.237563,533,3594,4127,weekdays,terlalu lembab
518,2012-06-02,summer,2012,june,0,saturday,clear,0.583333,0.566288,54.9167,0.186562,2795,5325,8120,weekend,ideal
519,2012-06-03,summer,2012,june,0,sunday,clear,0.6025,0.575133,49.3333,0.184087,2494,5147,7641,weekend,ideal
520,2012-06-04,summer,2012,june,0,monday,clear,0.5975,0.578283,48.7083,0.284833,1071,5927,6998,weekdays,ideal
521,2012-06-05,summer,2012,june,0,tuesday,cloudy,0.540833,0.525892,61.3333,0.209575,968,6033,7001,weekdays,ideal
522,2012-06-06,summer,2012,june,0,wednesday,clear,0.554167,0.542292,61.12499999999999,0.077125,1027,6028,7055,weekdays,ideal
523,2012-06-07,summer,2012,june,0,thursday,clear,0.6025,0.569442,56.7083,0.15735,1038,6456,7494,weekdays,ideal
524,2012-06-08,summer,2012,june,0,friday,clear,0.649167,0.597862,46.791700000000006,0.175383,1488,6248,7736,weekdays,ideal
525,2012-06-09,summer,2012,june,0,saturday,clear,0.710833,0.648367,43.7083,0.144287,2708,4790,7498,weekend,terlalu kering
526,2012-06-10,summer,2012,june,0,sunday,clear,0.726667,0.663517,53.833299999999994,0.133721,2224,4374,6598,weekend,ideal
527,2012-06-11,summer,2012,june,0,monday,cloudy,0.720833,0.659721,58.791700000000006,0.207713,1017,5647,6664,weekdays,ideal
528,2012-06-12,summer,2012,june,0,tuesday,cloudy,0.653333,0.597875,83.3333,0.214546,477,4495,4972,weekdays,terlalu lembab
529,2012-06-13,summer,2012,june,0,wednesday,clear,0.655833,0.611117,58.2083,0.343279,1173,6248,7421,weekdays,ideal
530,2012-06-14,summer,2012,june,0,thursday,clear,0.648333,0.624383,56.958299999999994,0.253733,1180,6183,7363,weekdays,ideal
531,2012-06-15,summer,2012,june,0,friday,clear,0.639167,0.599754,58.958299999999994,0.176617,1563,6102,7665,weekdays,ideal
532,2012-06-16,summer,2012,june,0,saturday,clear,0.631667,0.594708,50.416700000000006,0.166667,2963,4739,7702,weekend,ideal
533,2012-06-17,summer,2012,june,0,sunday,clear,0.5925,0.571975,59.875,0.144904,2634,4344,6978,weekend,ideal
534,2012-06-18,summer,2012,june,0,monday,cloudy,0.568333,0.544842,77.79169999999999,0.174746,653,4446,5099,weekdays,terlalu lembab
535,2012-06-19,summer,2012,june,0,tuesday,clear,0.688333,0.654692,69.0,0.148017,968,5857,6825,weekdays,terlalu lembab
536,2012-06-20,summer,2012,june,0,wednesday,clear,0.7825,0.720975,59.2083,0.113812,872,5339,6211,weekdays,ideal
537,2012-06-21,fall,2012,june,0,thursday,clear,0.805833,0.752542,56.7917,0.118787,778,5127,5905,weekdays,ideal
538,2012-06-22,fall,2012,june,0,friday,clear,0.7775,0.724121,57.375,0.182842,964,4859,5823,weekdays,ideal
539,2012-06-23,fall,2012,june,0,saturday,clear,0.731667,0.652792,53.4583,0.179721,2657,4801,7458,weekend,ideal
540,2012-06-24,fall,2012,june,0,sunday,clear,0.743333,0.674254,47.9167,0.145525,2551,4340,6891,weekend,ideal
541,2012-06-25,fall,2012,june,0,monday,clear,0.715833,0.654042,50.416700000000006,0.300383,1139,5640,6779,weekdays,ideal
542,2012-06-26,fall,2012,june,0,tuesday,clear,0.630833,0.594704,37.3333,0.347642,1077,6365,7442,weekdays,terlalu kering
543,2012-06-27,fall,2012,june,0,wednesday,clear,0.6975,0.640792,36.0,0.271775,1077,6258,7335,weekdays,terlalu kering
544,2012-06-28,fall,2012,june,0,thursday,clear,0.749167,0.675512,42.25,0.17165,921,5958,6879,weekdays,terlalu kering
545,2012-06-29,fall,2012,june,0,friday,clear,0.834167,0.786613,48.875,0.165417,829,4634,5463,weekdays,ideal
546,2012-06-30,fall,2012,june,0,saturday,clear,0.765,0.687508,60.12499999999999,0.161071,1455,4232,5687,weekend,ideal
547,2012-07-01,fall,2012,july,0,sunday,clear,0.815833,0.750629,51.87500000000001,0.168529,1421,4110,5531,weekend,ideal
548,2012-07-02,fall,2012,july,0,monday,clear,0.781667,0.702038,44.7083,0.195267,904,5323,6227,weekdays,terlalu kering
549,2012-07-03,fall,2012,july,0,tuesday,clear,0.780833,0.70265,49.2083,0.126237,1052,5608,6660,weekdays,ideal
550,2012-07-04,fall,2012,july,1,wednesday,clear,0.789167,0.732337,53.87499999999999,0.13495,2562,4841,7403,weekdays,ideal
551,2012-07-05,fall,2012,july,0,thursday,clear,0.8275,0.761367,45.7917,0.194029,1405,4836,6241,weekdays,ideal
552,2012-07-06,fall,2012,july,0,friday,clear,0.828333,0.752533,45.0833,0.146142,1366,4841,6207,weekdays,ideal
553,2012-07-07,fall,2012,july,0,saturday,clear,0.861667,0.804913,49.2083,0.163554,1448,3392,4840,weekend,ideal
554,2012-07-08,fall,2012,july,0,sunday,clear,0.8225,0.790396,57.375,0.125629,1203,3469,4672,weekend,ideal
555,2012-07-09,fall,2012,july,0,monday,cloudy,0.710833,0.654054,68.3333,0.180975,998,5571,6569,weekdays,terlalu lembab
556,2012-07-10,fall,2012,july,0,tuesday,cloudy,0.720833,0.664796,66.75,0.151737,954,5336,6290,weekdays,terlalu lembab
557,2012-07-11,fall,2012,july,0,wednesday,clear,0.716667,0.650271,63.3333,0.151733,975,6289,7264,weekdays,ideal
558,2012-07-12,fall,2012,july,0,thursday,clear,0.715833,0.654683,52.9583,0.146775,1032,6414,7446,weekdays,ideal
559,2012-07-13,fall,2012,july,0,friday,cloudy,0.731667,0.667933,48.5833,0.08085,1511,5988,7499,weekdays,ideal
560,2012-07-14,fall,2012,july,0,saturday,cloudy,0.703333,0.666042,69.91669999999999,0.143679,2355,4614,6969,weekend,terlalu lembab
561,2012-07-15,fall,2012,july,0,sunday,clear,0.745833,0.705196,71.7917,0.166667,1920,4111,6031,weekend,terlalu lembab
562,2012-07-16,fall,2012,july,0,monday,clear,0.763333,0.724125,64.5,0.164187,1088,5742,6830,weekdays,ideal
563,2012-07-17,fall,2012,july,0,tuesday,clear,0.818333,0.755683,50.583299999999994,0.114429,921,5865,6786,weekdays,ideal
564,2012-07-18,fall,2012,july,0,wednesday,clear,0.793333,0.745583,57.7083,0.137442,799,4914,5713,weekdays,ideal
565,2012-07-19,fall,2012,july,0,thursday,clear,0.77,0.714642,60.0417,0.165429,888,5703,6591,weekdays,ideal
566,2012-07-20,fall,2012,july,0,friday,cloudy,0.665833,0.613025,84.4167,0.208967,747,5123,5870,weekdays,terlalu lembab
567,2012-07-21,fall,2012,july,0,saturday,light_rain,0.595833,0.549912,86.5417,0.2133,1264,3195,4459,weekend,terlalu lembab
568,2012-07-22,fall,2012,july,0,sunday,cloudy,0.6675,0.623125,76.25,0.0939208,2544,4866,7410,weekend,terlalu lembab
569,2012-07-23,fall,2012,july,0,monday,clear,0.741667,0.690017,69.41669999999999,0.138683,1135,5831,6966,weekdays,terlalu lembab
570,2012-07-24,fall,2012,july,0,tuesday,clear,0.750833,0.70645,65.5,0.211454,1140,6452,7592,weekdays,terlalu lembab
571,2012-07-25,fall,2012,july,0,wednesday,clear,0.724167,0.654054,45.0,0.1648,1383,6790,8173,weekdays,ideal
572,2012-07-26,fall,2012,july,0,thursday,clear,0.776667,0.739263,59.66669999999999,0.284813,1036,5825,6861,weekdays,ideal
573,2012-07-27,fall,2012,july,0,friday,clear,0.781667,0.734217,59.458299999999994,0.152992,1259,5645,6904,weekdays,ideal
574,2012-07-28,fall,2012,july,0,saturday,clear,0.755833,0.697604,61.3333,0.15735,2234,4451,6685,weekend,ideal
575,2012-07-29,fall,2012,july,0,sunday,clear,0.721667,0.667933,62.375,0.170396,2153,4444,6597,weekend,ideal
576,2012-07-30,fall,2012,july,0,monday,clear,0.730833,0.684987,66.875,0.153617,1040,6065,7105,weekdays,terlalu lembab
577,2012-07-31,fall,2012,july,0,tuesday,clear,0.713333,0.662896,70.41669999999999,0.165425,968,6248,7216,weekdays,terlalu lembab
578,2012-08-01,fall,2012,august,0,wednesday,clear,0.7175,0.667308,67.75,0.141179,1074,6506,7580,weekdays,terlalu lembab
579,2012-08-02,fall,2012,august,0,thursday,clear,0.7525,0.707088,65.95830000000001,0.129354,983,6278,7261,weekdays,terlalu lembab
580,2012-08-03,fall,2012,august,0,friday,cloudy,0.765833,0.722867,64.25,0.215792,1328,5847,7175,weekdays,ideal
581,2012-08-04,fall,2012,august,0,saturday,clear,0.793333,0.751267,61.3333,0.257458,2345,4479,6824,weekend,ideal
582,2012-08-05,fall,2012,august,0,sunday,clear,0.769167,0.731079,65.25,0.290421,1707,3757,5464,weekend,terlalu lembab
583,2012-08-06,fall,2012,august,0,monday,cloudy,0.7525,0.710246,65.4167,0.129354,1233,5780,7013,weekdays,terlalu lembab
584,2012-08-07,fall,2012,august,0,tuesday,cloudy,0.735833,0.697621,70.375,0.116908,1278,5995,7273,weekdays,terlalu lembab
585,2012-08-08,fall,2012,august,0,wednesday,cloudy,0.75,0.707717,67.29169999999999,0.1107,1263,6271,7534,weekdays,terlalu lembab
586,2012-08-09,fall,2012,august,0,thursday,clear,0.755833,0.699508,62.0417,0.1561,1196,6090,7286,weekdays,ideal
587,2012-08-10,fall,2012,august,0,friday,cloudy,0.715833,0.667942,71.58330000000001,0.238813,1065,4721,5786,weekdays,terlalu lembab
588,2012-08-11,fall,2012,august,0,saturday,cloudy,0.6925,0.638267,73.2917,0.206479,2247,4052,6299,weekend,terlalu lembab
589,2012-08-12,fall,2012,august,0,sunday,clear,0.700833,0.644579,53.041700000000006,0.122512,2182,4362,6544,weekend,ideal
590,2012-08-13,fall,2012,august,0,monday,clear,0.720833,0.662254,54.541700000000006,0.136212,1207,5676,6883,weekdays,ideal
591,2012-08-14,fall,2012,august,0,tuesday,clear,0.726667,0.676779,68.6667,0.169158,1128,5656,6784,weekdays,terlalu lembab
592,2012-08-15,fall,2012,august,0,wednesday,clear,0.706667,0.654037,61.9583,0.169771,1198,6149,7347,weekdays,ideal
593,2012-08-16,fall,2012,august,0,thursday,clear,0.719167,0.654688,51.916700000000006,0.141796,1338,6267,7605,weekdays,ideal
594,2012-08-17,fall,2012,august,0,friday,clear,0.723333,0.2424,57.0833,0.231354,1483,5665,7148,weekdays,ideal
595,2012-08-18,fall,2012,august,0,saturday,clear,0.678333,0.618071,60.3333,0.177867,2827,5038,7865,weekend,ideal
596,2012-08-19,fall,2012,august,0,sunday,cloudy,0.635833,0.603554,71.1667,0.08645,1208,3341,4549,weekend,terlalu lembab
597,2012-08-20,fall,2012,august,0,monday,cloudy,0.635833,0.595967,73.4167,0.129979,1026,5504,6530,weekdays,terlalu lembab
598,2012-08-21,fall,2012,august,0,tuesday,clear,0.649167,0.601025,67.375,0.0727708,1081,5925,7006,weekdays,terlalu lembab
599,2012-08-22,fall,2012,august,0,wednesday,clear,0.6675,0.621854,67.7083,0.0702833,1094,6281,7375,weekdays,terlalu lembab
600,2012-08-23,fall,2012,august,0,thursday,clear,0.695833,0.637008,63.5833,0.0845958,1363,6402,7765,weekdays,ideal
601,2012-08-24,fall,2012,august,0,friday,cloudy,0.7025,0.6471,61.5,0.0721458,1325,6257,7582,weekdays,ideal
602,2012-08-25,fall,2012,august,0,saturday,cloudy,0.661667,0.618696,71.2917,0.244408,1829,4224,6053,weekend,terlalu lembab
603,2012-08-26,fall,2012,august,0,sunday,cloudy,0.653333,0.595996,84.5833,0.228858,1483,3772,5255,weekend,terlalu lembab
604,2012-08-27,fall,2012,august,0,monday,clear,0.703333,0.654688,73.04169999999999,0.128733,989,5928,6917,weekdays,terlalu lembab
605,2012-08-28,fall,2012,august,0,tuesday,clear,0.728333,0.66605,62.0,0.190925,935,6105,7040,weekdays,ideal
606,2012-08-29,fall,2012,august,0,wednesday,clear,0.685,0.635733,55.2083,0.112562,1177,6520,7697,weekdays,ideal
607,2012-08-30,fall,2012,august,0,thursday,clear,0.706667,0.652779,59.0417,0.0771167,1172,6541,7713,weekdays,ideal
608,2012-08-31,fall,2012,august,0,friday,clear,0.764167,0.6894,58.75,0.168533,1433,5917,7350,weekdays,ideal
609,2012-09-01,fall,2012,september,0,saturday,cloudy,0.753333,0.702654,63.8333,0.113187,2352,3788,6140,weekend,ideal
610,2012-09-02,fall,2012,september,0,sunday,cloudy,0.696667,0.649,81.5,0.0640708,2613,3197,5810,weekend,terlalu lembab
611,2012-09-03,fall,2012,september,1,monday,clear,0.7075,0.661629,79.0833,0.151121,1965,4069,6034,weekdays,terlalu lembab
612,2012-09-04,fall,2012,september,0,tuesday,clear,0.725833,0.686888,75.5,0.236321,867,5997,6864,weekdays,terlalu lembab
613,2012-09-05,fall,2012,september,0,wednesday,clear,0.736667,0.708983,74.125,0.187808,832,6280,7112,weekdays,terlalu lembab
614,2012-09-06,fall,2012,september,0,thursday,cloudy,0.696667,0.655329,81.0417,0.142421,611,5592,6203,weekdays,terlalu lembab
615,2012-09-07,fall,2012,september,0,friday,clear,0.703333,0.657204,73.625,0.171646,1045,6459,7504,weekdays,terlalu lembab
616,2012-09-08,fall,2012,september,0,saturday,cloudy,0.659167,0.611121,79.91669999999999,0.281104,1557,4419,5976,weekend,terlalu lembab
617,2012-09-09,fall,2012,september,0,sunday,clear,0.61,0.578925,54.75,0.224496,2570,5657,8227,weekend,ideal
618,2012-09-10,fall,2012,september,0,monday,clear,0.583333,0.565654,50.375,0.258713,1118,6407,7525,weekdays,ideal
619,2012-09-11,fall,2012,september,0,tuesday,clear,0.5775,0.554292,52.0,0.0920542,1070,6697,7767,weekdays,ideal
620,2012-09-12,fall,2012,september,0,wednesday,clear,0.599167,0.570075,57.7083,0.131846,1050,6820,7870,weekdays,ideal
621,2012-09-13,fall,2012,september,0,thursday,clear,0.6125,0.579558,63.708299999999994,0.0827208,1054,6750,7804,weekdays,ideal
622,2012-09-14,fall,2012,september,0,friday,clear,0.633333,0.594083,67.25,0.103863,1379,6630,8009,weekdays,terlalu lembab
623,2012-09-15,fall,2012,september,0,saturday,clear,0.608333,0.585867,50.1667,0.247521,3160,5554,8714,weekend,ideal
624,2012-09-16,fall,2012,september,0,sunday,clear,0.58,0.563125,56.99999999999999,0.0901833,2166,5167,7333,weekend,ideal
625,2012-09-17,fall,2012,september,0,monday,cloudy,0.580833,0.55305,73.4583,0.151742,1022,5847,6869,weekdays,terlalu lembab
626,2012-09-18,fall,2012,september,0,tuesday,cloudy,0.623333,0.565067,87.25,0.357587,371,3702,4073,weekdays,terlalu lembab
627,2012-09-19,fall,2012,september,0,wednesday,clear,0.5525,0.540404,53.6667,0.215175,788,6803,7591,weekdays,ideal
628,2012-09-20,fall,2012,september,0,thursday,clear,0.546667,0.532192,61.8333,0.118167,939,6781,7720,weekdays,ideal
